URL,Website,Total tripletas,Etiquetas
https://lod-cloud.net/dataset/thist,http://purl.org/NET/ThISTWebPage,"396,885","format-skos
    ,geographic
    ,license-metadata
    ,lld
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,no-proprietary-vocab
    ,no-vocab-mappings
    ,provenance-metadata
    ,published-by-third-party
    ,schemata
    ,thesaurus
    "
https://lod-cloud.net/dataset/morelab,http://www.morelab.deusto.es,"3,561","computer-science
    ,format-bibo
    ,format-contact
    ,format-dc
    ,format-dcterms
    ,format-foaf
    ,format-geo
    ,format-geonames
    ,format-meta
    ,format-mvcb
    ,format-owl
    ,format-prv
    ,format-prvtypes
    ,format-rdf
    ,format-rdfs
    ,format-re
    ,format-rel
    ,format-sioc
    ,format-skos
    ,format-swrc
    ,format-units
    ,format-uranai
    ,format-xsd
    ,format-yago
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,no-license-metadata
    ,no-proprietary-vocab
    ,no-provenance-metadata
    ,opendata
    ,projects
    ,publications
    ,published-by-producer
    ,research
    "
https://lod-cloud.net/dataset/transparency-linked-data,http://transparency.270a.info/,"41,592","corruption
    ,corruption-perception-index
    ,country-codes
    ,deref-vocab
    ,format-dcterms
    ,format-geo
    ,format-qb
    ,format-rdf
    ,format-sdmx
    ,format-skos
    ,government
    ,indicators
    ,insurance
    ,international
    ,license-metadata
    ,linked-data
    ,lod
    ,lodcloud
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.candidate
    ,population
    ,projects
    ,provenance-metadata
    ,published-by-third-party
    ,social-development
    ,statistics
    ,vocab-mappings
    ,void-sparql-endpoint
    ,world
    ,world-bank
    "
https://lod-cloud.net/dataset/world-bank-linked-data,http://worldbank.270a.info/,"175,000,000","climate-change
    ,construction
    ,country-codes
    ,currency
    ,debt
    ,deref-vocab
    ,education
    ,energy
    ,environment
    ,finances
    ,format-dcterms
    ,format-geo
    ,format-qb
    ,format-rdf
    ,format-sdmx
    ,format-skos
    ,format-wgs
    ,gdp
    ,government
    ,health
    ,human-development
    ,indicators
    ,information-communication-technologies
    ,insurance
    ,international
    ,license-metadata
    ,linked-data
    ,lod
    ,lodcloud
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.candidate
    ,population
    ,projects
    ,provenance-metadata
    ,published-by-third-party
    ,social-development
    ,socioeconomics
    ,statistics
    ,trade
    ,vocab-mappings
    ,void-sparql-endpoint
    ,world
    ,world-bank
    ,world-development
    "
https://lod-cloud.net/dataset/ecs,http://id.ecs.soton.ac.uk/docs/,"50,000","deref-vocab
    ,education
    ,format-cc
    ,format-foaf
    ,format-geo
    ,format-rdf
    ,higher-education
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud.nolinks
    ,no-license-metadata
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,publications
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/southampton-ecs-eprints,http://eprints.ecs.soton.ac.uk/,"1,000,000","computer-science
    ,deref-vocab
    ,electronics
    ,eprints
    ,format-bibo
    ,format-cc
    ,format-dc
    ,format-ecs
    ,format-event
    ,format-foaf
    ,format-geo
    ,format-owl
    ,format-rdf
    ,format-rdfs
    ,format-skos
    ,format-void
    ,format-xsd
    ,license-metadata
    ,lld
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-vocab-mappings
    ,provenance-metadata
    ,publications
    ,published-by-producer
    ,southampton
    "
https://lod-cloud.net/dataset/telegraphis,http://telegraphis.net/data/,"15,257","ckanupload.esw.200910
    ,deref-vocab
    ,format-code
    ,format-geographis
    ,format-owl
    ,format-rdf
    ,geo
    ,geographic
    ,license-metadata
    ,license-nonefordb
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,provenance-metadata
    ,published-by-producer
    ,vocab-mappings
    ,void-sparql-endpoint
    ,wikipedia
    "
https://lod-cloud.net/dataset/linked-nuts,http://nuts.psi.enakting.org/,"40,000","deref-vocab
    ,eurostat
    ,format-rdf
    ,geography
    ,government
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.nolinks
    ,lodcloud.unconnected
    ,nuts
    ,opendatachallenge
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/nuts-geovocab,http://nuts.geovocab.org/,"300,000","deref-vocab
    ,eurostat
    ,geographic
    ,government
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,no-proprietary-vocab
    ,nuts
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/openmobilenetwork,http://www.openmobilenetwork.org,"19,048,586","base-station
    ,cell
    ,format-geo
    ,format-owl
    ,format-rdf
    ,geographic
    ,license-metadata
    ,lod
    ,mobile-network
    ,mobile-phone
    ,no-deref-vocab
    ,provenance-metadata
    ,published-by-producer
    ,sparql
    ,wireless-network
    "
https://lod-cloud.net/dataset/linkedcrowdsourceddata,NA,"17,043","cdc
    ,context data cloud
    ,cuisines
    ,dishes
    ,food
    ,food and beverages
    ,format-geo
    ,format-gr
    ,format-rdf
    ,format-rdfs
    ,geographic
    ,ingredients
    ,licence-metadata
    ,lod
    ,no-deref-vocab
    ,published-by-producer
    ,semantic services
    ,sparql
    "
https://lod-cloud.net/dataset/lobid-resources,http://lobid.org/resource,"702,686,189","bibliographic
    ,format-bibo
    ,format-dc
    ,format-foaf
    ,format-frbr
    ,format-geo
    ,format-owl
    ,format-skos-state
    ,germany
    ,library
    ,license-metadata
    ,lld
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-proprietary-vocab
    ,no-vocab-mappings
    ,provenance-metadata
    ,publications
    ,published-by-producer
    ,void-sparql-endpoint
    "
https://lod-cloud.net/dataset/lobid-organisations,http://lobid.org/organisation,"776,735","addresses
    ,archive
    ,authorities
    ,authority
    ,format-foaf
    ,format-geo
    ,format-geonames
    ,format-hcard
    ,format-vcard
    ,format-xsd
    ,germany
    ,library
    ,license-metadata
    ,lld
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.nolinks
    ,museum
    ,no-proprietary-vocab
    ,no-vocab-mappings
    ,organisations
    ,organizations
    ,provenance-metadata
    ,publications
    ,published-by-producer
    "
https://lod-cloud.net/dataset/marc-codes,http://purl.org/NET/marccodes/,"8,816","format-dc
    ,format-geo
    ,format-mo
    ,format-rdf
    ,format-skos
    ,format-xhtml
    ,library
    ,lld
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,no-license-metadata
    ,no-proprietary-vocab
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,publications
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/smartlink,http://purl.org/smartlink,"2,829","crossdomain
    ,deref-vocab
    ,format-api
    ,format-geo
    ,format-http
    ,format-rdf
    ,format-rdfs
    ,format-sawsdl
    ,iserve
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,published-by-producer
    ,sparql
    ,sparql-endpoint
    "
https://lod-cloud.net/dataset/education-data-gov-uk,http://education.data.gov.uk/,"6,619,847","broken_link
    ,deref-vocab
    ,edubase
    ,education
    ,format-dc
    ,format-foaf
    ,format-geo
    ,format-vcard
    ,government
    ,linked-data-api
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-license-metadata
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,nurseries
    ,published-by-producer
    ,schools
    ,ukgov
    ,university
    "
https://lod-cloud.net/dataset/eurostat-rdf,http://ec.europa.eu/eurostat/ramon/rdfdata/,"68,000","deref-vocab
    ,eu
    ,europe
    ,eurostat
    ,format-cc
    ,format-rdf
    ,geographic
    ,government
    ,law
    ,license-metadata
    ,lod
    ,no-vocab-mappings
    ,nuts
    ,provenance-metadata
    ,published-by-producer
    ,statistics
    "
https://lod-cloud.net/dataset/knoesis-linked-sensor-data,http://wiki.knoesis.org/index.php/SSW_Datasets,"1,730,284,735","deref-vocab
    ,format-xhtml
    ,geographic
    ,linked
    ,linked-data
    ,linked-open-data
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,no-license-metadata
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,published-by-third-party
    ,semantic-web
    ,sensor-web-enablement
    "
https://lod-cloud.net/dataset/opencalais,http://www.opencalais.com/,"4,500,000","crossdomain
    ,debug-tinylod
    ,deref-vocab
    ,format-foaf
    ,format-geo
    ,format-rdf
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,nlp
    ,no-license-metadata
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/openlylocal,http://openlylocal.com/,"10,000,000","access.api
    ,access.www
    ,country.uk
    ,deref-vocab
    ,format.foaf
    ,format.geonames
    ,gov
    ,government
    ,local-authorities
    ,local-government
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-license-metadata
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/the-view-from,http://theviewfrom.org/,368,"format-dc
    ,format-rdf
    ,geographic
    ,lod
    ,lodcloud.unconnected
    ,no-deref-vocab
    ,photo
    ,photography
    ,published-by-third-party
    ,tourism
    ,usergeneratedcontent
    ,void-sparql-endpoint
    "
https://lod-cloud.net/dataset/transport-data-gov-uk,http://transport.data.gov.uk/,"329,527,661","airports
    ,broken_link
    ,bus-stops
    ,country-uk
    ,deref-vocab
    ,format-dc
    ,format-foaf
    ,format-geo
    ,format-skos
    ,government
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,motorways
    ,naptan
    ,no-license-metadata
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,ports
    ,published-by-producer
    ,roads
    ,stations
    ,traffic
    ,transport
    ,uk
    ,ukgov
    "
https://lod-cloud.net/dataset/uk-postcodes,http://www.uk-postcodes.com/,"27,137,408","country-uk
    ,format-geo
    ,format-owl
    ,format-rdf
    ,geographic
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-license-metadata
    ,no-proprietary-vocab
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,postcodes
    ,published-by-third-party
    ,uk
    "
https://lod-cloud.net/dataset/geoecuador,NA,"1,278,288","geospatial
    ,linked data
    ,lod
    ,lodcloud-diagram-2014-08-30
    "
https://lod-cloud.net/dataset/japan-radioactivity-stat,http://www.kanzaki.com/works/2011/stat/ra/,"1,648,890","country-japan
    ,format-event
    ,format-geo
    ,format-rdf
    ,format-rdfs
    ,format-scovo
    ,format-time
    ,format-vcard
    ,geographic
    ,government
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,no-proprietary-vocab
    ,published-by-third-party
    ,radioactivity
    ,statistics
    "
https://lod-cloud.net/dataset/hellenic-fire-brigade,http://greek-lod.math.auth.gr/fire-brigade/,"4,134,837","country-greece
    ,fire
    ,fire-brigade
    ,format-akt
    ,format-dbp
    ,format-dc
    ,format-foaf
    ,format-geo
    ,format-owl
    ,format-rdf
    ,format-rdfs
    ,format-skos
    ,format-tl
    ,government
    ,greece
    ,greek
    ,hellenic
    ,hellenic-fire-brigade
    ,license-metadata
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-proprietary-vocab
    ,provenance-metadata
    ,published-by-producer
    "
https://lod-cloud.net/dataset/hellenic-police,http://greek-lod.math.auth.gr/police/,"145,368","country-greece
    ,format
    ,format-akt
    ,format-dc
    ,format-dcterms
    ,format-foaf
    ,format-geo
    ,format-owl
    ,format-rdf
    ,format-rdfs
    ,format-skos
    ,format-void
    ,government
    ,greece
    ,greek
    ,hellenic
    ,hellenic-police
    ,license-metadata
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-proprietary-vocab
    ,police
    ,provenance-metadata
    ,published-by-producer
    ,sparql
    ,sparql-endpoint
    ,void-sparql-endpoint
    "
https://lod-cloud.net/dataset/los_metar,http://www.linkedopenservices.org/services/geo/SpatialResources/point/ICAO/,"75,184","geographic
    ,iata
    ,icao
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,metar
    ,no-deref-vocab
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/the-eurostat-linked-data,http://eurostat.linked-statistics.org/,"8,000,000,000","country-codes
    ,currency
    ,debt
    ,deref-vocab
    ,energy
    ,environment
    ,eu-institution
    ,europe
    ,format-dcterms
    ,format-geo
    ,format-qb
    ,format-rdf
    ,format-sdmx
    ,format-skos
    ,government
    ,health
    ,indicators
    ,information-communication-technologies
    ,international
    ,linked-data
    ,lod
    ,lodcloud
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.candidate
    ,population
    ,provenance-metadata
    ,published-by-third-party
    ,social-development
    ,socioeconomics
    ,statistics
    ,void-sparql-endpoint
    "
https://lod-cloud.net/dataset/geowordnet,http://geowordnet.semanticmatching.org/,"53,390,969","english
    ,format-dc
    ,format-rdf
    ,format-rdfs
    ,format-skos
    ,format-vu-wordnet
    ,format-w3c-wordnet
    ,format-wn20schema
    ,format-wordnet
    ,geographic
    ,geonames
    ,italian
    ,license-metadata
    ,linguistic
    ,linguistics
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,nlp
    ,no-deref-vocab
    ,provenance-metadata
    ,published-by-producer
    ,wordnet
    "
https://lod-cloud.net/dataset/educationalprograms_sisvu,http://kent.zpr.fer.hr:8080/educationalProgram/,"2,373,863","course
    ,crossdomain
    ,deref-vocab
    ,educational-programs
    ,faculty
    ,format-aiiso
    ,format-bibo
    ,format-dc
    ,format-foaf
    ,format-geonames
    ,format-sisvu
    ,format-skos
    ,format-univ-ont
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-license-metadata
    ,no-vocab-mappings
    ,provenance-metadata
    ,published-by-third-party
    ,study
    ,university
    "
https://lod-cloud.net/dataset/ctic-public-dataset,http://datos.fundacionctic.org/en/,"535,230","deref-vocab
    ,format-dcterms
    ,format-foaf
    ,format-rdf
    ,geographic
    ,government
    ,license-metadata
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,published-by-producer
    "
https://lod-cloud.net/dataset/traffic-scotland,http://seobook.blog.com,"40,798","air-transport
    ,format-compass
    ,format-foaf
    ,format-owl
    ,format-rdf
    ,geographic
    ,government
    ,license-metadata
    ,lodcloud-diagram-2011-09-19
    ,no-deref-vocab
    ,published-by-third-party
    ,road-transport
    ,roads
    ,scotland
    ,traffic
    "
https://lod-cloud.net/dataset/data-gov-ie,http://data-gov.ie/,"12,390,973","deref-vocab
    ,format-dc
    ,format-geo
    ,format-qb
    ,format-rdf
    ,format-sdmx
    ,format-skos
    ,government
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,no-license-metadata
    ,provenance-metadata
    ,published-by-third-party
    ,void-sparql-endpoint
    "
https://lod-cloud.net/dataset/fao-geopolitical-ontology,http://www.fao.org/countryprofiles/geoinfo.asp?lang=en,"22,495","access-web
    ,agrovoc
    ,arabic
    ,borders
    ,change
    ,chinese
    ,code
    ,country
    ,country-netherlands
    ,crossdomain
    ,dbpedia
    ,deref-vocab
    ,english
    ,fao
    ,faostat
    ,format-dc
    ,format-owl
    ,french
    ,geographic
    ,geopolitical
    ,government
    ,group
    ,historical
    ,id
    ,information
    ,iso2
    ,iso3
    ,italian
    ,llod
    ,lod
    ,lod.fao.geopolitical
    ,lodcloud-diagram-2011
    ,lodcloud-diagram-2014
    ,lodcloud-diagram-2014-08-30
    ,lodcloud.nolinks
    ,lodcloud.unconnected
    ,memberships
    ,names
    ,no-license-metadata
    ,ontology
    ,owl
    ,profiles
    ,provenance-metadata
    ,published-by-producer
    ,rdf
    ,russian
    ,schemata
    ,services
    ,spanish
    ,track
    ,un
    ,vocab-mappings
    "
https://lod-cloud.net/dataset/greek-administrative-geography,NA,0,"LinkedDataCrawl2014
    ,crawledLinkedDataCloud2014
    ,format-foaf
    ,format-owl
    ,format-rdf
    ,format-rdfs
    ,geographic
    ,lodcloud-diagram-2014-08-30
    ,non-deref-vocab
    "
https://lod-cloud.net/dataset/linked-eurostat,http://ontologycentral.com/2009/01/eurostat/,"40,000,000","european
    ,eurostat
    ,format-rdf
    ,geographic
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,no-proprietary-vocab
    ,nuts
    ,published-by-third-party
    ,statistics
    ,wrapper
    "
https://lod-cloud.net/dataset/norwegian-geo-divisions,http://data.lenka.no/,"8,399","format-cc
    ,format-dct
    ,format-geo
    ,format-geonames
    ,format-ngeoi
    ,format-owl
    ,format-rdf
    ,format-rdfs
    ,geographic
    ,license-metadata
    ,lod
    ,no-proprietary-vocab
    ,provenance-metadata
    ,published-by-third-party
    ,topic.geographic
    "
https://lod-cloud.net/dataset/data-incubator-our-airports,http://airports.dataincubator.org/,"748,363","ckanupload.esw.200910
    ,format-rdf
    ,geographic
    ,lodcloud-diagram-2011-09-19
    ,no-deref-vocab
    ,no-license-metadata
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,published-by-third-party
    ,rdf
    "
https://lod-cloud.net/dataset/nomenclator-asturias,http://www.josemalvarez.es/web/2011/11/01/nomenclator-asturias-2010/,"4,508,050","deref-vocab
    ,format-dc
    ,format-dcterms
    ,format-qb
    ,format-skos
    ,format-skosxl
    ,geodata
    ,government
    ,license-metadata
    ,linkeddata
    ,linkedopendata
    ,lod
    ,oviedo
    ,provenance-metadata
    ,published-by-third-party
    ,uniovi
    ,vocab-mappings
    ,weso
    "
https://lod-cloud.net/dataset/linked-logainm,NA,0,"geographic
    ,linked oped data
    ,lod
    "
https://lod-cloud.net/dataset/pscs-catalogue,http://www.josemalvarez.es/web/2011/11/16/product-scheme-classifications/,"1,842,053","10ders
    ,cpa
    ,cpc
    ,cpv
    ,deref-vocab
    ,e-procurement
    ,euroalert
    ,format-dc
    ,format-dcterms
    ,format-gr
    ,format-skos
    ,format-skosxl
    ,geodata
    ,government
    ,isic
    ,license-metadata
    ,linkeddata
    ,linkedopendata
    ,lod
    ,naics
    ,naics-2007
    ,oviedo
    ,procurement
    ,provenance-metadata
    ,pscs
    ,public_contracts
    ,published-by-third-party
    ,sitc
    ,uniovi
    ,university-of-oviedo
    ,vocab-mappings
    ,weso
    "
https://lod-cloud.net/dataset/yahoo_geoplanet,http://kasabi.com/dataset/yahoo-geoplanet,"49,734,022","format-rdf
    ,geodata
    ,geographic
    ,lodcloud-diagram-2011-09-19
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/ww1lod,NA,"40,160","culturalheritage
    ,deref-vocab
    ,format-cidoc-crm
    ,format-foaf
    ,format-geo
    ,format-georss
    ,format-org
    ,format-rdf
    ,format-schema
    ,format-skos
    ,history
    ,lod
    ,world-war-one
    "
https://lod-cloud.net/dataset/oceandrilling-borehole,NA,0,"LinkedDataCrawl2014
    ,crawledLinkedDataCloud2014
    ,dataset-level-metadata
    ,deref-vocab
    ,format-dcterm
    ,format-doap
    ,format-foaf
    ,format-hartigprov
    ,format-prvt
    ,format-rdf
    ,format-rdfs
    ,format-sd
    ,format-void
    ,geographic
    ,lodcloud-diagram-2014-08-30
    ,provenance-metadata
    ,sparql
    "
